No.,text,Valence_Mean,Arousal_Mean,Valence_SD,Arousal_SD
2472,传染病,3.4,4.4,0.49,1.36
2473,没想到,4.8,4.0,0.4,1.67
2474,不成,3.8,3.4,0.75,0.8
2475,触犯,3.6,5.4,0.49,0.49
2476,勾结,3.4,5.6,0.49,1.02
2477,废止,4.0,5.0,0.63,0.63
2478,发烧,3.4,5.2,0.8,0.75
2479,勒索,3.0,6.4,0.0,1.02
2480,欠缺,3.6,4.0,0.49,1.26
2481,模糊,4.2,3.6,0.75,1.2
2482,退回,4.0,4.8,0.0,0.4
2483,海洛因,2.6,5.2,0.49,1.33
2484,孤立,3.6,4.2,0.49,0.98
2485,侵入,3.4,6.0,0.49,0.63
2486,擅自,3.6,5.4,0.49,0.49
2487,流血,3.6,5.4,0.49,0.49
2488,危及,3.0,6.4,0.0,0.8
2489,失利,3.4,5.4,0.49,1.36
2490,暴乱,2.4,6.8,0.49,0.98
2491,倾倒,3.8,4.8,0.75,0.98
2492,迫切,3.8,5.2,0.75,1.17
2493,强暴,2.0,7.2,0.89,1.33
2494,垄断,3.4,5.0,0.49,0.63
2495,辞呈,3.4,4.2,0.8,1.47
2496,老年,4.6,2.8,0.49,1.17
2497,驳回,3.8,4.6,0.4,1.02
2498,吸毒,2.8,6.2,0.4,0.75
2499,废弃,3.4,5.0,0.49,0.63
2500,瘫痪,2.8,5.6,0.75,1.5
2501,扣押,3.2,5.6,0.4,0.49
2502,致死,2.2,6.2,0.4,1.17
2503,太过,4.0,5.2,0.63,0.98
2504,倒闭,2.8,5.6,0.75,1.62
2505,强盗,3.0,6.0,0.0,0.89
2506,相反,4.8,3.8,0.4,1.17
2507,撤回,4.2,5.0,0.98,0.63
2508,减低,4.4,3.2,0.8,0.98
2509,没收,3.6,4.6,0.49,1.02
2510,控诉,3.2,5.4,0.75,1.2
2511,头痛,3.6,5.0,0.49,0.63
2512,动荡,3.6,4.8,0.8,1.17
2513,屠杀,2.2,7.2,0.4,1.17
2514,差别,4.2,3.4,0.75,1.02
2515,嫌疑,3.6,4.6,0.49,1.02
2516,揭露,4.0,5.2,0.63,1.17
2517,对峙,4.4,5.2,0.49,1.17
2518,落选,3.2,5.2,0.4,1.33
2519,干旱,3.2,4.6,0.75,1.85
2520,缺席,3.8,4.6,0.4,0.8
2521,击中,4.6,5.6,1.02,0.8
2522,猖獗,3.0,6.4,0.63,1.02
2523,疑问,4.6,4.0,0.49,1.26
2524,陷于,4.0,4.0,0.63,0.89
2525,特权,4.4,4.6,0.49,1.2
2526,细菌,4.0,4.2,0.89,1.72
2527,瑕疵,3.6,3.8,0.49,1.47
2528,未必,4.6,4.0,0.49,1.26
2529,暴露,3.4,5.8,0.49,0.75
2530,泛滥,3.2,5.6,0.4,0.49
2531,不肖,3.0,5.8,0.63,0.75
2532,瓦解,3.6,5.4,0.49,1.02
2533,严肃,4.6,4.2,0.49,1.17
2534,逼近,4.0,4.2,0.89,1.17
2535,不清,4.0,4.0,0.63,1.26
2536,贿赂,2.8,5.6,0.4,0.49
2537,沦为,3.8,4.8,0.75,0.75
2538,分开,3.8,5.0,0.75,0.63
2539,延迟,3.6,4.2,0.49,0.98
2540,加深,4.6,5.0,0.8,1.1
2541,动武,3.4,6.0,0.49,0.63
2542,逃生,3.6,6.0,0.49,0.89
2543,受阻,3.4,5.8,0.8,0.75
2544,变革,3.6,6.0,1.02,1.26
2545,分割,3.8,5.4,0.75,1.62
2546,独裁,3.0,5.8,0.63,0.98
2547,阴谋,3.2,5.4,0.75,1.5
2548,谣言,3.6,4.8,0.49,1.47
2549,逃亡,3.0,5.8,0.89,0.75
2550,格外,4.8,4.2,0.4,1.33
2551,崩溃,2.8,6.8,0.75,1.17
2552,掩埋,4.4,4.2,0.8,1.72
2553,行贿,2.8,6.4,0.4,1.02
2554,告发,3.8,5.4,0.4,0.8
2555,借口,3.6,4.8,0.49,0.98
2556,扣留,3.4,5.4,0.49,0.49
2557,不彰,3.4,5.0,0.49,0.0
2558,战场,3.4,5.6,0.8,1.62
2559,无可,4.4,3.6,0.49,0.8
2560,拖累,3.6,5.4,0.49,0.49
2561,误导,3.6,5.2,0.49,0.4
2562,流浪,3.4,4.4,0.49,1.74
2563,延缓,4.6,3.0,0.49,1.1
2564,抢夺,3.0,6.6,0.63,1.02
2565,相差,4.4,3.0,0.8,1.1
2566,加剧,4.0,5.8,0.63,1.72
2567,避开,4.2,4.8,0.75,0.98
2568,哀悼,2.6,5.6,0.49,1.5
2569,漏洞,3.6,4.0,0.49,1.26
2570,暴雨,3.6,5.6,0.49,0.49
2571,过世,2.4,5.2,0.8,1.47
2572,拥挤,3.8,5.4,0.4,0.49
2573,肆虐,3.2,6.2,0.4,1.17
2574,抢走,3.4,5.8,0.49,0.75
2575,大声,4.6,5.8,0.49,0.75
2576,监禁,3.2,4.6,0.4,1.02
2577,囚犯,3.0,4.6,0.63,1.02
2578,驱逐,3.2,6.0,0.4,0.63
2579,投机,3.6,5.0,0.49,1.1
2580,过剩,4.2,4.0,0.4,0.89
2581,削弱,4.0,4.6,0.0,0.8
2582,烧毁,3.2,5.8,0.4,0.75
2583,伤口,3.6,3.6,0.49,1.2
2584,暴行,3.0,6.4,0.0,0.8
2585,地雷,3.2,5.0,0.75,1.9
2586,肥胖,4.0,3.8,0.0,1.47
2587,血腥,2.8,5.6,0.4,0.49
2588,化石,5.0,2.2,0.0,1.47
2589,慢性,4.0,3.6,0.63,1.36
2590,诽谤,3.0,6.0,0.63,1.1
2591,埋伏,3.8,4.8,0.75,1.17
2592,下陷,3.6,4.4,0.49,0.8
2593,窘境,3.6,4.4,0.49,1.02
2594,挖掘,5.0,3.0,0.0,1.67
2595,规避,4.0,4.6,0.63,1.02
2596,闯入,3.2,6.2,0.4,0.98
2597,突发,4.0,6.2,0.89,0.98
2598,动摇,4.0,5.4,0.0,0.8
2599,遗失,3.8,4.2,0.4,1.47
2600,欠佳,3.6,4.0,0.49,1.41
2601,投降,3.6,5.0,0.49,0.63
2602,不以为然,4.6,4.0,0.49,1.26
2603,贸然,4.0,5.2,0.63,1.33
2604,退役,5.0,3.8,0.0,1.47
2605,浓烟,4.0,4.2,0.63,1.72
2606,进攻,4.2,6.2,1.17,0.98
2607,被害,2.4,6.4,0.8,1.2
2608,凶手,2.2,6.0,0.75,1.1
2609,卷入,4.0,5.0,0.63,1.1
2610,发作,4.2,5.8,0.75,0.75
2611,拘留,3.6,5.2,0.49,0.75
2612,蓄意,3.4,6.0,0.49,1.41
2613,战役,4.2,4.6,0.75,1.85
2614,漠视,3.6,3.8,0.49,1.17
2615,共犯,3.0,5.4,0.63,0.49
2616,极度,4.2,6.2,0.75,1.47
2617,浮动,4.6,4.4,0.49,1.02
2618,安抚,5.0,3.2,1.1,0.98
2619,自认,5.0,2.8,0.0,1.17
2620,昏迷,3.0,5.0,0.63,1.9
2621,求助,3.6,5.8,0.8,0.75
2622,受难者,2.6,5.2,0.8,0.4
2623,停滞,3.8,3.8,0.75,0.98
2624,骨折,3.2,5.0,0.4,0.63
2625,殖民,4.0,4.0,0.89,1.67
2626,相撞,3.0,6.0,0.63,1.1
2627,严惩,2.8,6.6,0.75,1.02
2628,反复,4.6,3.8,0.49,1.17
2629,警惕,4.4,4.8,0.8,1.6
2630,好战,4.6,6.0,0.8,2.0
2631,恫吓,3.0,6.6,0.0,1.02
2632,欺骗,3.2,6.0,0.4,0.89
2633,疯狂,4.4,7.0,0.8,1.67
2634,撞击,3.6,6.2,0.49,0.98
2635,次级,4.2,3.6,0.4,1.2
2636,迟缓,4.0,4.4,0.0,1.2
2637,投诉,3.8,5.0,0.4,1.1
2638,施以,4.8,3.8,0.4,0.98
2639,阻塞,4.2,5.0,0.75,1.1
2640,抵抗,3.4,6.2,0.8,1.17
2641,忍受,3.6,5.6,0.49,0.8
2642,撤退,3.8,5.2,0.75,1.17
2643,默默,4.8,3.0,0.4,1.1
2644,混淆,4.0,4.2,0.0,0.98
2645,毁灭性,3.2,6.4,0.98,1.74
2646,有罪,3.0,5.4,0.0,0.8
2647,渗透,4.2,3.6,0.75,0.8
2648,冲撞,3.6,5.8,0.8,0.75
2649,丝毫,4.8,2.6,0.4,1.36
2650,脂肪,5.0,2.2,0.0,1.47
2651,无形,5.0,2.6,0.0,1.36
2652,限定,5.0,5.0,0.63,2.1
2653,停顿,4.8,2.8,0.4,1.33
2654,炸药,3.2,5.0,0.75,1.67
2655,停业,3.4,4.6,0.8,1.96
2656,制服,5.0,2.2,0.0,1.47
2657,轰动,4.8,6.6,0.98,1.36
2658,暴徒,2.4,6.2,0.49,0.98
2659,暗杀,1.8,6.0,0.75,0.0
2660,残骸,3.0,3.6,0.63,1.2
2661,耗费,4.4,3.4,0.49,0.8
2662,负荷,4.0,4.2,0.0,1.17
2663,未定,4.4,3.6,0.49,1.36
2664,颠覆,5.2,5.4,0.4,1.62
2665,居然,4.6,4.6,0.49,1.36
2666,薄弱,3.6,4.0,0.49,1.26
2667,衰竭,3.4,4.0,0.49,1.26
2668,大屠杀,1.8,7.2,0.75,0.98
2669,免职,3.0,4.8,0.63,0.98
2670,潜逃,3.4,6.0,0.49,1.1
2671,误差,4.0,3.6,0.0,1.2
2672,变相,4.8,4.2,0.4,1.17
2673,担负,4.4,4.6,0.49,1.02
2674,抵触,4.0,5.6,0.63,1.02
2675,暴跌,3.0,5.8,0.0,1.17
2676,隐藏,4.6,3.2,0.49,0.98
2677,占据,4.0,5.4,1.1,0.49
2678,清算,3.8,5.6,0.75,1.36
2679,蒙受,3.6,4.6,0.49,1.02
2680,分化,4.0,4.2,0.63,1.47
2681,招致,4.0,5.2,0.63,1.17
2682,有毒,3.0,5.8,0.0,1.17
2683,犯人,2.6,5.2,0.49,0.4
2684,酒醉,3.4,5.4,0.8,1.36
2685,消耗,3.8,4.4,1.17,1.2
2686,过敏,4.0,3.8,0.63,1.17
2687,寒冷,4.6,3.0,0.8,1.41
2688,不下,4.4,2.6,0.8,1.2
2689,不休,4.2,3.8,0.75,1.47
2690,萧条,3.6,3.6,0.49,1.36
2691,压倒性,5.2,6.2,0.75,1.6
2692,追逐,4.8,5.4,0.4,1.36
2693,赃物,3.2,4.0,0.4,1.41
2694,勒赎,2.4,6.0,0.49,0.89
2695,包庇,3.4,4.6,0.49,1.36
2696,罢黜,3.6,5.8,1.36,1.72
2697,断裂,3.6,5.2,0.8,1.33
2698,痛心,2.8,6.6,0.4,1.02
2699,口角,3.4,5.4,0.49,1.36
2700,过份,3.4,6.0,0.8,1.1
2701,触及,4.6,3.8,0.49,1.6
2702,偏差,3.8,3.8,0.4,1.17
2703,追捕,4.0,5.8,1.1,0.75
2704,灼伤,3.2,5.2,0.75,0.98
2705,抓住,4.4,4.8,1.02,0.4
2706,切断,4.2,5.0,0.75,0.63
2707,攻占,4.6,5.6,1.2,0.8
2708,盲目,3.8,4.2,0.75,1.47
2709,流出,4.8,3.2,0.4,0.98
2710,婉拒,4.2,3.0,0.4,1.1
2711,动手,4.0,5.2,0.63,0.75
2712,断绝,3.2,5.8,0.4,0.75
2713,落入,4.0,5.0,0.63,1.1
2714,感慨,4.0,3.4,0.0,0.8
2715,冗长,4.0,3.2,0.0,1.17
2716,打入,4.4,3.8,0.8,1.17
2717,情结,4.8,2.6,0.4,1.36
2718,呕吐,3.4,6.0,0.8,1.1
2719,怎样,4.2,4.4,1.17,1.62
2720,隐瞒,3.6,4.6,0.49,1.02
2721,毒气,3.0,4.6,0.63,1.36
2722,求救,3.6,6.0,0.49,0.63
2723,屈服,3.8,4.6,0.75,1.02
2724,拜托,4.4,5.2,0.49,0.75
2725,捕捉,4.2,5.4,1.17,0.49
2726,过量,3.6,4.8,0.49,0.98
2727,倾斜,3.8,3.8,0.4,1.17
2728,未遂,3.4,4.0,0.49,1.26
2729,拖欠,3.6,4.4,0.49,0.8
2730,摩擦,4.0,4.6,0.63,1.36
2731,安慰,4.6,3.4,1.02,1.02
2732,归咎于,3.6,3.8,0.8,1.47
2733,遏制,4.0,5.6,1.1,0.8
2734,质问,3.6,6.2,1.36,1.17
2735,受挫,3.4,6.0,0.49,0.63
2736,危急,3.0,6.4,0.63,0.8
2737,狭窄,4.2,3.4,0.4,1.36
2738,不得已,3.6,4.0,0.49,1.67
2739,殖民地,4.2,3.2,0.75,0.98
2740,暗中,4.2,3.2,0.75,0.98
2741,饥饿,3.4,5.0,0.49,1.26
2742,掩饰,4.4,3.2,0.49,1.17
2743,下手,3.4,4.8,0.49,0.75
2744,泄露,3.8,4.8,0.4,0.98
2745,煽动,3.4,6.4,0.49,0.8
2746,宁可,4.4,3.0,0.8,1.1
2747,生变,3.8,4.0,0.75,1.79
2748,智障,2.8,4.8,0.4,1.47
2749,老大,4.8,2.8,0.4,1.6
2750,共谋,3.8,5.2,0.4,0.75
2751,发炎,3.8,4.8,0.4,0.75
2752,较劲,4.4,6.2,1.02,1.17
2753,得不到,3.8,3.8,0.4,1.17
2754,挤满,4.2,3.6,0.75,1.96
2755,不和,3.8,4.2,0.4,1.47
2756,弥漫,4.6,3.0,0.49,1.1
2757,扰乱,3.8,5.4,0.4,0.8
2758,受难,3.0,5.8,0.63,1.17
2759,假冒,3.8,4.4,0.4,1.02
2760,不寻常,3.6,3.6,0.49,1.2
2761,行窃,3.0,5.6,0.0,1.02
2762,麻醉,4.2,3.2,0.75,1.17
2763,纵容,3.6,5.2,0.49,1.33
2764,专制,3.6,5.6,0.49,0.8
2765,违章,3.8,5.2,0.4,0.75
2766,讶异,3.8,5.0,0.75,1.41
2767,限度,4.4,3.6,0.49,1.74
2768,泄漏,3.6,4.4,0.49,1.2
2769,近视,4.2,2.6,0.75,1.5
2770,煞车,4.6,3.4,0.8,1.36
2771,孤儿,4.0,3.6,0.63,1.62
2772,炸毁,3.0,6.6,0.63,1.02
2773,激战,4.0,7.0,0.89,1.26
2774,议论,4.4,5.0,0.49,0.63
2775,穷人,3.6,3.2,0.49,1.17
2776,出卖,3.0,4.8,0.63,1.47
2777,余地,4.4,4.2,0.8,1.47
2778,屠宰,2.8,5.6,0.4,0.49
2779,不合时宜,3.8,3.6,0.4,1.36
2780,低潮,3.8,3.2,0.4,1.47
2781,毛病,3.8,3.8,0.4,1.17
2782,作秀,3.8,4.2,0.4,1.47
2783,践踏,3.8,5.0,0.98,0.89
2784,宁愿,4.8,2.8,0.4,1.33
2785,遇刺,2.8,5.8,0.4,0.75
2786,无家可归,3.4,4.4,0.49,1.74
2787,失调,3.8,3.6,0.4,1.2
2788,猥亵,2.8,5.4,0.4,1.36
2789,野心,5.2,5.4,0.75,1.36
2790,背信,3.2,6.2,0.75,0.75
2791,侵蚀,3.4,4.4,0.49,0.8
2792,牵制,3.8,5.2,0.75,0.75
2793,囚禁,3.0,6.0,0.63,1.1
2794,杀人罪,1.8,6.8,0.75,0.98
2795,惨案,2.0,6.4,0.0,1.02
2796,清寒,3.8,3.8,0.4,1.17
2797,失效,4.0,4.0,0.0,1.1
2798,铲除,4.0,5.4,1.1,0.8
2799,匮乏,3.6,4.4,0.49,1.2
2800,黑暗,4.0,3.6,0.0,1.2
2801,突袭,3.8,5.2,0.75,1.17
2802,窃贼,3.1,5.2,0.663,1.166
2803,错失,3.5,6.4,0.632,0.8
2804,紧迫,4.3,7.6,0.6,0.8
2805,陷阱,3.3,5.5,0.748,1.673
2806,悄悄,5.0,2.4,0.0,0.49
2807,牲畜,3.4,5.4,1.463,2.939
2808,通牒,3.6,5.9,0.583,1.497
2809,剔除,4.3,4.6,0.4,1.881
2810,犯规,3.5,5.6,0.447,1.497
2811,唾弃,2.8,5.0,0.748,2.191
2812,查禁,4.5,4.1,1.0,1.625
2813,不切实际,3.6,4.5,1.02,1.673
2814,垮台,2.7,6.3,1.077,1.833
2815,放射,5.0,3.7,0.0,1.4
2816,劝阻,5.3,5.4,1.077,1.772
2817,病菌,3.6,3.5,0.583,1.265
2818,塌陷,3.4,5.2,0.8,1.833
2819,沉默,4.7,2.2,0.4,1.47
2820,潜入,4.5,3.3,0.447,1.47
2821,定罪,4.1,4.7,1.685,1.077
2822,牵连,4.0,4.3,0.632,1.327
2823,施暴,2.6,7.0,0.49,0.894
2824,苦难,3.0,4.6,0.632,1.02
2825,裂缝,4.2,2.9,0.4,1.114
2826,劝告,4.9,4.2,1.114,0.748
2827,内情,4.9,3.5,0.2,1.673
2828,泄密,3.1,5.3,0.663,1.4
2829,劣势,3.5,4.5,0.447,1.0
2830,剥削,2.8,6.2,1.122,1.327
2831,逼迫,3.0,7.0,1.265,1.095
2832,复发,3.6,4.7,0.86,1.166
2833,困在,3.6,4.6,0.49,0.49
2834,麻痺,4.1,3.0,0.2,1.14
2835,尖锐,4.3,3.1,0.748,0.663
2836,不理,4.2,3.1,0.678,1.625
2837,碰撞,4.3,4.4,0.4,1.497
2838,堵塞,4.0,4.1,0.0,0.8
2839,出轨,3.2,6.0,0.748,1.225
2840,干燥,4.8,1.8,0.245,0.4
2841,权宜,5.3,2.8,0.98,0.4
2842,曲折,3.9,3.7,0.49,0.6
2843,否决权,4.9,2.8,0.2,1.327
2844,烧伤,3.6,5.1,0.8,2.538
2845,拚命,5.2,7.5,0.98,1.342
2846,迷信,4.0,3.6,0.548,1.241
2847,败北,3.4,5.6,0.8,1.356
2848,震动,5.0,3.8,0.0,0.98
2849,逐出,3.3,5.8,0.748,1.288
2850,损毁,3.4,5.5,0.49,1.183
2851,欲望,4.8,5.0,0.4,1.414
2852,己见,5.0,3.1,0.0,2.01
2853,攻击性,3.4,5.6,0.374,1.655
2854,责难,3.6,4.9,0.49,0.917
2855,冷漠,4.0,2.8,0.632,1.166
2856,逃跑,3.5,5.8,0.894,0.98
2857,蛮横,3.3,5.8,1.077,1.122
2858,畏惧,3.3,5.3,0.748,1.47
2859,砍伤,2.9,6.5,0.49,1.414
2860,图谋,4.2,3.9,0.748,1.02
2861,灌输,4.8,2.9,0.4,0.49
2862,围殴,2.8,6.4,0.4,1.02
2863,没有用,3.2,4.1,1.166,1.744
2864,枯竭,3.9,2.7,0.49,0.4
2865,逃犯,3.6,4.6,0.49,1.655
2866,过早,4.5,3.3,0.447,1.72
2867,坟墓,4.3,2.0,0.4,0.548
2868,催促,4.5,5.3,0.447,1.47
2869,走下坡,4.0,3.6,0.0,0.735
2870,松散,4.0,3.2,0.632,1.503
2871,脱落,4.2,3.0,0.748,1.095
2872,中伤,3.3,6.0,0.748,0.949
2873,赶出,3.9,5.3,1.02,1.778
2874,不肯,4.5,4.3,0.447,1.077
2875,喷出,4.9,4.5,0.2,1.549
2876,夸张,4.5,6.2,0.775,0.678
2877,竞争者,5.4,3.2,0.8,1.166
2878,不予置评,4.4,2.8,0.735,0.51
2879,犯错,3.9,4.1,0.2,0.663
2880,废物,2.9,6.0,0.8,1.14
2881,宰杀,4.0,5.3,0.548,1.72
2882,鼓动,4.7,5.3,0.4,1.72
2883,海难,3.1,5.9,0.2,2.154
2884,落泪,4.4,5.0,0.8,1.095
2885,鲨鱼,4.5,4.6,0.447,2.332
2886,有碍,4.2,3.7,0.51,0.6
2887,扼杀,3.1,6.2,1.114,1.208
2888,饮恨,3.8,5.8,0.748,1.166
2889,顾忌,4.6,4.3,0.374,1.166
2890,流言,4.1,3.9,0.2,1.114
2891,讨价还价,4.3,4.9,0.4,1.02
2892,侵吞,3.4,5.8,0.583,1.166
2893,上吊,2.2,6.0,0.4,2.098
2894,觊觎,4.0,3.9,0.632,1.114
2895,昏倒,3.6,3.9,0.49,1.855
2896,失血,4.0,4.6,0.316,1.881
2897,关押,3.7,4.6,0.6,1.855
2898,虚伪,3.1,4.2,0.917,1.568
2899,赌注,4.8,2.7,0.4,0.98
2900,引咎,4.4,3.9,0.49,1.2
2901,逼使,3.5,6.0,1.265,0.949
2902,行骗,3.3,5.1,0.748,0.8
2903,饥荒,2.9,4.5,0.49,1.414
2904,毁谤,3.0,6.0,0.548,1.095
2905,压倒,4.3,5.8,0.4,1.568
2906,盗窃,3.0,5.5,0.548,0.894
2907,埋葬,4.0,3.5,0.632,0.632
2908,难看,3.4,3.6,0.8,1.463
2909,徒然,4.4,3.6,0.374,0.86
2910,掠夺,2.7,6.5,0.6,0.775
2911,诱骗,3.1,5.4,0.663,1.2
2912,强盗罪,2.7,5.6,0.872,1.855
2913,不甘示弱,5.3,6.3,0.748,1.4
2914,轻率,4.1,3.7,0.2,0.872
2915,横渡,5.0,3.0,0.0,1.265
2916,隐密,5.0,1.9,0.0,0.663
2917,不知去向,4.3,2.7,0.4,0.98
2918,丢掉,4.4,3.2,0.374,0.678
2919,杂物,4.6,2.0,0.49,0.548
2920,恶习,3.6,4.1,0.49,1.114
2921,新手,4.8,2.2,0.4,0.748
2922,不智,3.7,3.9,1.077,1.428
2923,著火,3.3,6.4,0.748,2.083
2924,破洞,4.0,3.3,0.548,1.077
2925,急切,4.9,6.5,0.2,0.894
2926,沉默,4.9,1.6,0.2,0.49
2927,混沌,4.0,3.9,0.632,1.685
2928,劣质,3.4,4.0,0.8,1.414
2929,不好意思,4.5,3.6,0.447,0.86
2930,一蹶不振,2.8,4.1,1.166,2.2
2931,游荡,4.3,2.9,0.4,0.49
2932,寄生虫,3.4,3.9,0.8,1.685
2933,造假,3.4,4.7,0.49,0.98
2934,击溃,4.9,5.5,1.625,1.844
2935,避重就轻,3.9,4.3,0.8,1.47
2936,失序,3.8,4.5,0.4,1.095
2937,荒废,3.6,3.6,0.8,0.49
2938,劳累,3.9,3.1,0.49,1.02
2939,电击,4.4,5.1,0.374,1.562
2940,挑拨,3.6,5.1,0.8,0.49
2941,下狱,3.0,5.2,0.632,1.6
2942,遭殃,3.5,5.3,0.447,1.077
2943,反常,4.2,3.5,0.245,0.775
2944,奸淫,2.8,6.1,0.4,1.02
2945,自认为,4.3,4.5,0.748,1.265
2946,狂风,4.8,5.3,0.4,2.358
2947,鲜艳,5.5,3.5,0.632,0.894
2948,清秀,5.8,2.7,0.748,0.872
2949,恋恋,5.7,4.2,0.748,2.04
2950,敬礼,5.6,2.6,0.49,0.8
2951,责任心,6.7,3.3,1.077,0.872
2952,柔和,5.5,1.8,0.447,0.51
2953,朴素,5.3,1.6,0.4,0.374
2954,安祥,5.7,1.6,0.6,0.8
2955,魔力,5.0,3.7,0.0,1.327
2956,不屈不挠,7.1,6.1,1.114,1.428
2957,奋起,6.4,5.8,0.583,0.98
2958,率直,6.0,3.6,0.632,0.735
2959,欢腾,6.7,5.9,0.748,1.114
2960,节俭,6.0,2.3,0.632,0.4
2961,寓意,5.2,2.1,0.4,0.49
2962,快快乐乐,7.1,5.5,0.49,1.095
2963,合意,5.7,3.6,0.6,1.356
2964,接济,4.9,3.1,0.8,1.02
2965,苦思,4.5,3.4,0.632,0.86
2966,间歇,5.2,2.8,0.4,1.72
2967,柔情,5.9,2.4,0.663,0.49
2968,稳重,6.1,2.5,0.8,0.447
2969,热恋,6.5,6.0,0.447,1.304
2970,爱国心,6.5,4.7,0.775,1.6
2971,可敬,6.4,4.7,1.02,1.166
2972,搀扶,5.7,2.5,0.4,0.447
2973,英雄式,6.5,5.5,0.894,2.098
2974,光泽,5.2,2.3,0.4,0.872
2975,满载而归,6.9,5.6,1.2,1.985
2976,喝彩,6.7,6.2,1.077,1.208
2977,奋不顾身,6.3,6.6,0.98,1.855
2978,取悦,5.6,4.2,0.8,1.72
2979,井然有序,6.2,3.5,0.51,1.183
2980,多才多艺,6.3,3.8,0.872,1.166
2981,好学,6.2,3.7,0.748,0.872
2982,安详,5.5,2.5,0.447,0.447
2983,追根究底,5.6,5.0,0.8,1.703
2984,善举,6.2,3.2,0.51,0.748
2985,钟情,5.9,4.1,1.2,1.497
2986,志气,6.6,4.8,1.02,1.631
2987,直截了当,5.5,5.2,0.447,1.166
2988,中肯,6.0,4.6,0.894,1.319
2989,尽如人意,6.6,4.9,0.8,1.2
2990,出众,6.8,4.8,1.208,1.503
2991,肥沃,6.1,3.7,0.663,0.872
2992,好客,5.7,4.6,0.4,1.356
2993,德高望重,7.2,5.2,0.927,1.47
2994,富于,6.1,4.5,0.49,1.483
2995,干劲,6.0,6.1,0.548,1.685
2996,清高,5.9,2.8,0.8,0.98
2997,全神贯注,6.3,4.6,0.6,1.855
2998,凉快,5.8,3.6,0.4,1.02
2999,富丽堂皇,6.1,4.2,0.663,2.135
3000,锻炼,5.6,4.4,0.49,1.744
3001,哲人,5.7,2.6,0.748,1.02
3002,富饶,6.5,3.5,0.632,0.894
3003,无庸,5.3,2.4,0.4,0.49
3004,相宜,5.4,2.7,0.49,0.872
3005,谈笑风生,5.6,3.7,0.374,1.778
3006,快活,6.4,5.2,0.49,1.327
3007,温文,5.7,2.1,0.6,0.8
3008,羡煞,5.8,5.2,0.748,2.04
3009,心安理得,5.8,2.8,0.51,1.72
3010,嘟嘟,5.0,2.4,0.0,0.8
3011,大喜,7.4,7.0,0.49,0.894
3012,甘美,6.5,3.9,0.775,1.281
3013,暖意,6.0,3.2,0.316,1.03
3014,互敬,5.8,3.3,0.748,0.4
3015,乐不可支,7.4,7.2,0.8,1.327
3016,恒久,6.1,2.9,1.497,1.02
3017,脱俗,6.0,2.9,0.632,1.114
3018,伊甸园,6.3,4.6,1.4,1.594
3019,甘甜,5.9,3.5,0.2,1.0
3020,溺爱,4.2,3.6,0.245,0.735
3021,才气,5.9,3.3,0.49,0.4
3022,一见钟情,6.4,6.2,0.97,0.748
3023,缔造者,5.6,2.9,1.2,1.356
3024,慈悲为怀,6.2,2.7,0.51,0.98
3025,合群,5.6,3.2,0.49,0.4
3026,大无畏,6.1,5.0,0.8,0.949
3027,含笑,5.6,3.9,0.374,0.49
3028,圣徒,5.6,2.2,0.8,0.748
3029,繁盛,6.5,4.4,0.632,0.8
3030,乐事,6.3,4.8,0.4,1.364
3031,聪慧,6.7,3.1,0.872,1.2
3032,安适,5.6,2.7,0.49,0.872
3033,贤明,6.7,2.9,0.872,1.356
3034,心旷神怡,6.5,3.8,0.632,1.913
3035,真确,5.3,2.5,0.4,0.447
3036,洋房,5.0,1.4,0.0,0.49
3037,夸奖,6.3,5.2,0.6,1.03
3038,堂皇,6.2,3.4,0.748,1.2
3039,明理,6.2,3.1,0.748,1.02
3040,偿清,5.5,3.2,0.447,0.927
3041,顺眼,5.8,2.7,0.4,0.4
3042,和蔼可亲,6.2,3.2,0.748,1.166
3043,夺取,2.4,7.5,0.583,1.0
3044,困窘,3.2,5.0,1.166,1.789
3045,紊乱,3.7,4.8,0.872,1.47
3046,打死,1.8,8.2,0.748,0.748
3047,驱散,3.8,5.2,0.678,0.748
3048,碎片,3.9,4.2,0.97,1.72
3049,废墟,3.5,4.1,1.414,2.245
3050,短少,3.6,3.4,0.49,0.49
3051,横行,3.5,5.5,0.632,1.0
3052,粗糙,3.8,3.3,0.812,0.4
3053,险境,2.8,5.0,0.812,1.414
3054,围困,3.4,5.8,0.8,0.748
3055,威吓,2.7,7.5,0.872,1.0
3056,大意,4.1,5.2,0.2,2.482
3057,没办法,4.2,4.4,0.678,1.744
3058,迟滞,3.5,4.2,0.632,1.47
3059,击退,5.5,6.9,1.265,0.663
3060,谣传,4.3,5.2,1.327,1.288
3061,爆破,4.2,7.1,1.47,1.114
3062,粉碎,3.9,6.5,1.744,1.0
3063,暴风雨,3.7,7.3,0.98,1.077
3064,大乱,3.2,7.6,0.748,0.49
3065,退缩,3.6,4.3,0.49,1.077
3066,负数,4.7,2.8,0.4,1.327
3067,出没,4.8,3.1,0.4,1.02
3068,过节,3.7,5.0,0.4,1.14
3069,愤慨,2.8,7.0,1.166,0.548
3070,诱惑,4.3,5.8,0.748,1.122
3071,刁难,3.0,6.8,0.837,0.927
3072,腐蚀,3.5,4.0,0.894,1.265
3073,疑云,4.2,3.7,0.4,1.4
